id,outcome,dti,borrower_score,payment_inc_ratio
7877,default,15.08,0.25,7.529310000000001
15250,default,22.14,0.3,3.82291
22945,default,17.87,0.6,12.5692
4138,default,11.59,0.45,7.953460000000001
36948,paid off,17.59,0.6,8.64912
42830,paid off,20.64,0.45,5.08368
12876,default,24.41,0.55,4.19376
4187,default,17.57,0.35,4.93924
24249,paid off,28.06,0.45,9.65945
7290,default,30.02,0.35,1.53862
45857,paid off,18.74,0.5,5.59229
16646,default,16.18,0.55,7.306
16747,default,3.4,0.65,13.3088
37753,paid off,17.29,0.5,3.4796300000000002
19969,default,13.3,0.6,12.5246
34963,paid off,5.61,0.65,2.0586
41517,paid off,2.24,0.45,3.5465699999999996
6552,default,28.06,0.3,7.596989999999999
14279,default,12.79,0.45,9.82954
27125,paid off,14.09,0.7,3.12906
30457,paid off,9.84,0.6,19.6195
5905,default,22.13,0.55,2.50007
44112,paid off,13.36,0.6,13.7
17777,default,29.82,0.5,7.5936
1586,default,13.58,0.6,7.57512
39603,paid off,19.37,0.55,7.064139999999999
5022,default,17.24,0.5,5.3064
26382,paid off,16.2,0.4,11.0945
8827,default,19.8,0.5,6.10111
2613,default,2.69,0.55,12.8317
12072,default,32.53,0.15,11.2923
13359,default,21.12,0.3,9.233080000000001
25456,paid off,5.67,0.65,1.56211
32997,paid off,7.72,0.45,14.5008
24171,paid off,15.05,0.65,18.1467
7717,default,7.28,0.65,6.98366
7394,default,18.79,0.5,7.4264
38891,paid off,23.3,0.5,5.02315
35620,paid off,20.21,0.55,5.85825
24235,paid off,8.35,0.55,4.1526
29373,paid off,5.08,0.35,7.83038
44605,paid off,28.22,0.6,8.52015
11652,default,3.88,0.45,10.1974
34156,paid off,13.17,0.5,4.49806
43639,paid off,14.04,0.55,0.8153130000000001
32161,paid off,18.56,0.55,11.8985
18733,default,11.36,0.65,15.6102
30036,paid off,22.57,0.65,3.17802
25581,paid off,14.19,0.65,3.17727
33232,paid off,19.79,0.4,12.9468
15721,default,9.51,0.5,13.9478
21900,default,19.53,0.5,10.6428
28019,paid off,9.39,0.5,6.97733
20856,default,10.73,0.4,10.335999999999999
45246,paid off,20.81,0.8,4.839180000000001
43077,paid off,20.49,0.45,21.0594
39961,paid off,23.66,0.35,11.0606
38480,paid off,16.63,0.6,14.4174
12955,default,10.97,0.55,6.2385
1466,default,17.27,0.55,5.995
15384,default,29.97,0.6,13.1806
3312,default,19.61,0.55,5.86192
46252,paid off,16.73,0.5,14.9765
21055,default,13.36,0.45,8.87572
33083,paid off,19.01,0.75,8.43347
21428,default,4.24,0.4,3.67061
20241,default,9.82,0.5,5.31147
16673,default,8.18,0.65,11.7377
14417,default,4.11,0.65,14.8171
14066,default,16.86,0.6,18.7648
34087,paid off,0.43,0.45,2.83
34337,paid off,34.9,0.45,6.944160000000001
4589,default,7.83,0.35,5.68958
12840,default,33.93,0.4,15.1934
41228,paid off,22.14,0.7,4.71376
21331,default,13.39,0.5,12.4348
6601,default,25.36,0.2,4.06295
2732,default,7.62,0.55,1.35981
42266,paid off,27.93,0.5,7.39324
6555,default,17.9,0.55,10.4232
16522,default,25.6,0.35,10.5906
17631,default,17.16,0.4,14.1738
41935,paid off,11.41,0.35,2.36185
26100,paid off,23.5,0.55,4.94264
37166,paid off,26.23,0.55,11.7443
33920,paid off,19.27,0.5,6.40371
6407,default,18.09,0.45,6.96762
38574,paid off,15.93,0.65,3.07135
34471,paid off,6.35,0.35,9.56626
20793,default,5.96,0.3,11.5796
12323,default,17.55,0.6,8.00924
11687,default,29.25,0.3,9.015089999999999
44163,paid off,12.74,0.65,3.36576
45553,paid off,21.54,0.55,11.0864
10668,default,7.39,0.55,10.6623
31026,paid off,29.4,0.4,4.31571
42585,paid off,24.16,0.45,3.4123
11656,default,20.58,0.3,2.92391
39599,paid off,9.12,0.55,6.1656
35181,paid off,12.95,0.6,5.30253
10742,default,4.88,0.6,3.66281
44641,paid off,13.55,0.65,2.48813
26110,paid off,19.05,0.4,17.1908
25967,paid off,11.06,0.65,13.9333
25377,paid off,23.06,0.5,6.86716
27443,paid off,20.14,0.4,9.495439999999999
24268,paid off,21.66,0.55,15.4537
25345,paid off,10.87,0.5,3.3635
43613,paid off,9.81,0.7,13.2478
20734,default,20.27,0.4,11.4551
13237,default,14.92,0.2,14.7162
27769,paid off,5.1,0.5,2.94542
23882,paid off,24.59,0.5,13.1036
26634,paid off,0.0,0.6,15.192
39714,paid off,18.96,0.65,9.60468
2369,default,10.55,0.65,7.37436
33450,paid off,12.79,0.6,10.5392
24527,paid off,12.6,0.55,5.91257
16800,default,21.85,0.5,6.99855
17762,default,33.73,0.4,5.03486
12713,default,25.41,0.35,5.52539
13106,default,19.68,0.4,10.5804
31168,paid off,15.73,0.6,3.93813
5109,default,14.33,0.7,4.93559
15915,default,18.38,0.35,11.7734
38095,paid off,29.69,0.35,8.57195
30076,paid off,18.3,0.7,4.39349
4218,default,0.46,0.45,2.94
44707,paid off,21.75,0.35,2.90444
15245,default,2.83,0.35,3.11625
38776,paid off,11.67,0.5,7.39186
23298,paid off,8.85,0.6,9.417769999999999
30712,paid off,0.96,0.8,1.54864
33551,paid off,10.28,0.55,7.862769999999999
16059,default,23.82,0.5,6.175669999999999
19268,default,18.62,0.45,6.731039999999999
9270,default,8.93,0.5,10.0146
42353,paid off,11.47,0.6,11.8547
33999,paid off,14.29,0.35,4.21329
15229,default,18.13,0.5,4.7828599999999994
17342,default,21.26,0.6,3.26606
27396,paid off,18.81,0.55,3.36135
37819,paid off,8.47,0.5,5.08885
45266,paid off,15.46,0.5,11.2952
7757,default,21.0,0.6,2.86448
811,default,18.53,0.4,10.6262
40248,paid off,15.3,0.65,15.7948
6587,default,18.87,0.6,11.9808
44801,paid off,11.96,0.6,13.5712
20237,default,17.72,0.6,11.7831
39758,paid off,24.8,0.45,10.0146
42449,paid off,27.72,0.55,5.39952
36431,paid off,15.09,0.4,5.23664
43699,paid off,6.71,0.45,1.2703799999999998
12874,default,15.04,0.5,6.98585
36243,paid off,20.64,0.5,6.642
21949,default,15.16,0.45,9.50826
31392,paid off,23.64,0.7,8.5864
37755,paid off,29.69,0.45,7.02502
23299,paid off,24.83,0.5,7.247269999999999
31975,paid off,16.2,0.55,4.42152
34154,paid off,17.6,0.45,12.4159
35523,paid off,7.36,0.4,6.9888
23398,paid off,29.44,0.4,6.3049599999999995
21784,default,20.6,0.55,12.6509
26007,paid off,25.6,0.5,6.4525
6517,default,24.65,0.4,15.7941
41864,paid off,10.78,0.35,5.30009
40326,paid off,2.71,0.75,9.55981
36025,paid off,26.14,0.4,4.74
2476,default,16.2,0.45,2.24496
4242,default,23.84,0.45,10.339
13179,default,1.7,0.5,4.891
20353,default,9.67,0.45,5.0123
11773,default,6.58,0.6,12.7507
21589,default,13.72,0.35,2.17375
7300,default,31.31,0.3,14.4499
18816,default,17.33,0.3,4.44655
33417,paid off,3.42,0.35,2.8068
24749,paid off,15.15,0.45,15.2893
25045,paid off,6.57,0.75,10.9235
6305,default,19.73,0.6,11.8681
43366,paid off,31.29,0.5,13.0549
31245,paid off,8.01,0.75,2.07424
28402,paid off,19.11,0.15,7.7740100000000005
34163,paid off,9.91,0.65,3.5442199999999997
3288,default,5.41,0.35,19.5908
38080,paid off,7.8,0.45,5.32461
13560,default,31.29,0.55,11.9778
20838,default,14.61,0.55,18.2411
35855,paid off,12.2,0.6,7.51485
37439,paid off,24.04,0.75,5.976
25491,paid off,9.25,0.5,3.39154
5960,default,17.64,0.6,3.09278
4637,default,21.02,0.25,15.5122
2552,default,0.0,0.25,6.744669999999999
36130,paid off,19.62,0.7,7.23232
30320,paid off,10.26,0.4,6.504
13956,default,9.17,0.45,7.2697199999999995
38123,paid off,15.17,0.45,6.6135399999999995
41594,paid off,13.11,0.7,11.339
8199,default,14.92,0.55,18.3567
25697,paid off,3.98,0.55,2.1209
992,default,21.2,0.55,6.70725
44048,paid off,5.16,0.45,7.582000000000001
27110,paid off,3.03,0.5,8.039
26839,paid off,8.7,0.65,7.00133
44367,paid off,6.84,0.6,8.5661
30417,paid off,13.93,0.45,4.16171
32885,paid off,7.33,0.7,2.58426
40573,paid off,5.0,0.65,4.32851
5398,default,15.99,0.45,7.138780000000001
17043,default,11.92,0.3,10.5275
15259,default,27.35,0.4,13.523
27703,paid off,7.07,0.45,5.19905
10090,default,23.87,0.3,14.1551
40864,paid off,28.44,0.6,8.039660000000001
39420,paid off,25.42,0.55,6.93962
35237,paid off,27.96,0.65,10.1268
36495,paid off,9.17,0.6,3.5215099999999997
19441,default,7.1,0.35,4.94479
17519,default,17.33,0.6,3.04848
8629,default,4.37,0.4,7.29312
27802,paid off,28.11,0.6,8.17714
42637,paid off,3.17,0.6,3.6504
12811,default,25.63,0.2,15.1926
11313,default,18.43,0.4,9.52213
27436,paid off,26.09,0.45,3.19655
14022,default,21.16,0.5,17.772000000000002
12716,default,9.47,0.5,14.4162
27815,paid off,21.45,0.5,6.40194
39439,paid off,4.03,0.7,3.26875
1221,default,14.73,0.45,2.66569
43048,paid off,11.31,0.45,9.5664
23255,paid off,18.19,0.45,7.7754
16584,default,2.42,0.5,7.02867
40478,paid off,10.31,0.3,8.930769999999999
16968,default,3.34,0.55,3.08528
4179,default,22.58,0.4,9.03776
17110,default,15.46,0.3,9.37884
27075,paid off,29.83,0.45,7.76883
14873,default,23.01,0.6,13.8504
38560,paid off,23.04,0.6,0.78296
19217,default,20.76,0.5,7.7856
42172,paid off,13.75,0.55,3.5578300000000005
40496,paid off,15.73,0.4,7.406810000000001
33879,paid off,14.59,0.65,1.7532
11479,default,14.03,0.55,11.128
30895,paid off,17.17,0.55,13.7174
33895,paid off,21.32,0.65,7.0118
10711,default,32.82,0.3,15.1377
34231,paid off,15.32,0.55,5.72492
7004,default,14.9,0.45,4.4305
38310,paid off,14.61,0.3,8.22615
12979,default,16.83,0.45,7.59063
20119,default,4.99,0.6,3.4018
5943,default,5.61,0.65,0.9898239999999999
31415,paid off,17.76,0.4,7.87657
26295,paid off,22.56,0.45,10.2585
10061,default,20.75,0.55,7.3008
9005,default,25.9,0.25,7.5466
34366,paid off,14.64,0.35,15.2327
17669,default,28.42,0.3,13.3317
4156,default,7.54,0.45,1.6014899999999999
39235,paid off,2.82,0.55,15.3822
3196,default,7.4,0.6,7.7829
2428,default,14.16,0.75,5.79288
30023,paid off,12.21,0.5,12.372
17003,default,15.96,0.4,4.8516
12437,default,17.56,0.65,12.4749
10539,default,18.98,0.55,12.239
38976,paid off,26.96,0.7,10.8892
22212,default,2.57,0.5,7.908689999999999
21525,default,12.19,0.6,6.5424
15348,default,21.59,0.55,14.0686
30711,paid off,6.4,0.7,5.4744
8666,default,27.68,0.6,8.9165
25324,paid off,5.27,0.15,1.96645
5150,default,13.3,0.7,2.9760000000000004
3925,default,18.72,0.5,3.32769
41526,paid off,12.09,0.75,4.67727
23279,paid off,29.49,0.35,9.7377
17560,default,28.18,0.4,12.959000000000001
32594,paid off,21.18,0.5,11.7431
33364,paid off,19.98,0.5,5.41725
28296,paid off,22.73,0.6,5.7734
30316,paid off,1.54,0.75,4.53408
14423,default,14.91,0.55,2.6412
9064,default,18.42,0.3,3.36944
21645,default,25.3,0.35,11.3407
46185,paid off,20.26,0.5,7.37095
27275,paid off,5.44,0.65,8.26695
35972,paid off,8.76,0.65,7.3786
4815,default,12.69,0.65,3.83265
1000,default,2.6,0.65,4.6819999999999995
23847,paid off,10.98,0.35,7.745839999999999
5732,default,21.82,0.6,4.047
43906,paid off,11.87,0.55,12.2147
46041,paid off,3.89,0.65,2.8851
7983,default,15.72,0.55,8.73831
39267,paid off,26.39,0.55,13.1814
11079,default,31.74,0.25,12.6508
36699,paid off,4.35,0.65,2.7669099999999998
40364,paid off,0.61,0.6,1.91927
40257,paid off,16.49,0.65,7.28723
6316,default,16.88,0.45,4.66535
44648,paid off,17.7,0.5,8.83794
45241,paid off,9.8,0.65,2.4075
22728,default,27.51,0.55,7.5696
20168,default,7.13,0.65,11.764000000000001
1026,default,7.05,0.65,9.2112
23500,paid off,2.66,0.55,2.99372
3665,default,1.11,0.35,6.8929100000000005
32541,paid off,2.37,0.55,3.1492
11510,default,22.71,0.4,6.75212
40199,paid off,18.83,0.5,3.4860800000000003
30958,paid off,20.9,0.55,6.526
33838,paid off,23.47,0.45,14.2176
11977,default,12.4,0.4,10.9884
26524,paid off,18.35,0.55,4.93128
8504,default,13.29,0.4,5.6448
27231,paid off,13.8,0.55,9.46717
214,default,11.76,0.4,4.645919999999999
28612,paid off,13.27,0.6,5.64823
21889,default,28.47,0.4,14.6723
44838,paid off,7.49,0.5,3.07214
33967,paid off,11.7,0.55,7.46143
29923,paid off,10.22,0.55,3.3208900000000003
35366,paid off,9.73,0.75,5.00667
12960,default,6.44,0.5,7.03044
35285,paid off,4.96,0.55,11.1808
24493,paid off,8.18,0.6,4.7521
23849,paid off,14.88,0.55,5.16
36494,paid off,24.5,0.55,12.2121
11776,default,13.7,0.55,10.8142
30969,paid off,15.92,0.5,8.285789999999999
31428,paid off,27.3,0.65,5.1014
8588,default,8.99,0.6,6.61458
4441,default,8.56,0.65,3.25412
29691,paid off,24.75,0.6,8.88075
44427,paid off,10.74,0.5,7.4377699999999995
950,default,17.19,0.65,9.5665
19821,default,18.67,0.55,9.99823
39258,paid off,2.0,0.6,6.951560000000001
36093,paid off,15.33,0.55,3.3713800000000003
17337,default,9.82,0.6,13.4991
44142,paid off,10.34,0.6,9.7322
707,default,3.88,0.45,5.3594599999999994
26558,paid off,15.97,0.65,3.09233
14824,default,16.27,0.4,10.6469
10930,default,25.17,0.4,6.94073
39815,paid off,15.8,0.7,4.30813
11383,default,27.35,0.3,14.9549
37706,paid off,12.2,0.6,2.35244
6783,default,28.96,0.25,11.6576
5620,default,13.58,0.4,7.965789999999999
37697,paid off,15.99,0.4,13.0851
11031,default,28.86,0.4,7.50885
12047,default,20.18,0.35,7.33633
12793,default,25.85,0.35,15.2219
18012,default,14.82,0.4,8.5044
29866,paid off,9.57,0.45,8.68005
8114,default,28.82,0.5,9.563310000000001
27842,paid off,16.8,0.5,11.3013
12516,default,27.87,0.6,15.0309
36988,paid off,16.24,0.6,4.38012
8051,default,26.4,0.4,5.49391
30592,paid off,13.56,0.7,9.55269
30795,paid off,3.9,0.4,1.5516
25350,paid off,14.35,0.7,7.88431
28074,paid off,4.84,0.55,9.11325
10466,default,15.66,0.4,4.43084
3044,default,11.76,0.5,3.39105
3140,default,17.97,0.45,10.6651
44723,paid off,20.78,0.45,5.14283
37205,paid off,22.44,0.6,9.93891
9836,default,21.9,0.6,8.62457
43054,paid off,11.42,0.5,10.466
40297,paid off,6.95,0.5,4.067080000000001
12131,default,26.98,0.35,10.1467
37689,paid off,11.9,0.4,5.80514
37659,paid off,2.04,0.9,6.3882
8877,default,2.26,0.3,3.41745
16873,default,17.33,0.4,4.8590599999999995
43498,paid off,19.55,0.4,12.2752
17462,default,31.88,0.55,13.8533
36546,paid off,18.44,0.7,13.5314
19502,default,24.87,0.35,15.4262
17690,default,29.66,0.45,14.3145
32162,paid off,11.62,0.55,3.9828300000000003
184,default,12.94,0.4,3.72511
37856,paid off,0.29,0.35,7.785489999999999
13311,default,21.13,0.4,18.6978
26930,paid off,19.65,0.8,6.04042
14989,default,14.76,0.3,6.8444
3152,default,6.68,0.5,3.11896
20561,default,20.38,0.3,15.8146
40699,paid off,2.92,0.75,5.382000000000001
20089,default,21.91,0.6,11.58
33997,paid off,7.6,0.7,3.82042
19195,default,15.37,0.6,20.042
25569,paid off,10.57,0.3,7.36937
13187,default,6.36,0.55,9.92338
41995,paid off,22.24,0.35,14.1165
38030,paid off,7.85,0.55,11.232999999999999
42984,paid off,21.08,0.45,7.80817
11806,default,28.9,0.5,2.6115
40178,paid off,10.11,0.6,6.91787
23600,paid off,23.25,0.5,3.4115300000000004
45036,paid off,0.7,0.8,6.361759999999999
26579,paid off,13.62,0.5,15.1092
11868,default,24.69,0.4,9.465710000000001
27940,paid off,6.92,0.4,7.806210000000001
20888,default,17.58,0.4,12.9233
7409,default,12.0,0.35,6.450819999999999
36222,paid off,9.64,0.4,2.94936
16639,default,19.39,0.45,5.2589999999999995
26323,paid off,9.73,0.5,3.5388900000000003
43638,paid off,15.82,0.75,5.97792
5218,default,5.77,0.55,22.2609
43257,paid off,12.18,0.45,3.29326
38758,paid off,17.9,0.45,15.9782
23698,paid off,7.16,0.55,8.55557
27882,paid off,34.01,0.2,6.87472
43943,paid off,11.49,0.7,9.177669999999999
44665,paid off,19.25,0.4,5.30776
11045,default,18.33,0.5,9.230030000000001
15796,default,14.85,0.55,0.9841049999999999
17446,default,28.37,0.2,17.088
9202,default,12.87,0.5,4.36496
37990,paid off,11.74,0.25,6.68854
16970,default,6.96,0.55,3.47126
30863,paid off,25.96,0.3,4.8307400000000005
6194,default,14.49,0.55,16.9698
16707,default,29.53,0.5,10.6535
5247,default,13.12,0.65,5.92606
23790,paid off,8.76,0.35,6.51657
15831,default,14.88,0.5,11.606
37779,paid off,27.75,0.55,7.787999999999999
32664,paid off,22.12,0.5,5.95553
25305,paid off,14.85,0.6,1.0281
19640,default,20.53,0.4,7.290889999999999
14481,default,17.52,0.4,12.6971
10839,default,22.36,0.25,15.5245
29389,paid off,25.45,0.5,14.4074
384,default,17.66,0.3,2.89872
10437,default,10.84,0.35,5.99527
18132,default,12.14,0.65,10.8869
29875,paid off,23.9,0.6,18.4283
42314,paid off,13.94,0.5,3.36694
11220,default,17.72,0.45,13.052
26176,paid off,17.34,0.6,16.3259
31979,paid off,7.35,0.65,5.0353900000000005
15268,default,8.88,0.6,10.1383
26957,paid off,12.93,0.7,9.62411
31862,paid off,1.88,0.9,1.35535
14511,default,15.6,0.45,7.8024
39297,paid off,9.3,0.35,5.59415
30283,paid off,25.54,0.45,18.4883
5012,default,6.6,0.45,2.13
8611,default,13.11,0.4,15.8209
14032,default,21.94,0.35,11.5313
25879,paid off,4.12,0.6,2.8519
36410,paid off,9.05,0.35,13.094000000000001
33603,paid off,13.24,0.4,2.5986
7453,default,21.68,0.5,14.8076
34338,paid off,3.56,0.5,5.67915
6314,default,23.74,0.5,7.8143199999999995
11013,default,23.48,0.65,13.1451
8483,default,34.79,0.35,13.7132
3276,default,18.0,0.3,1.02881
17394,default,28.59,0.55,9.15707
11328,default,14.11,0.5,9.35282
43342,paid off,7.24,0.55,2.51321
588,default,18.99,0.65,11.0613
9228,default,13.96,0.7,16.0234
40601,paid off,11.52,0.45,6.63387
21163,default,21.59,0.45,9.66923
37215,paid off,20.83,0.6,11.853
35602,paid off,14.08,0.6,13.1371
15602,default,21.29,0.2,8.15894
11236,default,24.6,0.35,13.5631
2322,default,15.47,0.4,5.83104
21149,default,9.97,0.3,9.50633
33082,paid off,14.66,0.4,6.758589999999999
6578,default,31.4,0.4,9.06137
35637,paid off,12.93,0.7,9.6339
5920,default,24.36,0.35,3.77486
10472,default,18.12,0.5,3.82458
35383,paid off,14.88,0.55,11.929
31607,paid off,10.69,0.6,9.4492
2900,default,14.95,0.4,12.5007
29269,paid off,10.17,0.4,6.02608
36774,paid off,13.66,0.25,12.8336
1863,default,12.31,0.55,8.2716
16069,default,13.52,0.5,7.43117
40931,paid off,11.89,0.75,1.73612
15627,default,22.69,0.4,4.73439
2654,default,1.24,0.55,3.9148
36867,paid off,3.35,0.65,3.9191599999999998
6370,default,30.66,0.65,11.5865
8537,default,30.65,0.5,12.0676
2447,default,16.94,0.55,5.938359999999999
36393,paid off,25.5,0.45,9.3855
33444,paid off,3.3,0.55,5.01187
34843,paid off,13.76,0.5,5.86463
20110,default,8.78,0.25,4.82
30844,paid off,11.41,0.4,10.3851
3496,default,23.96,0.3,4.1004
40096,paid off,22.41,0.35,7.59665
21480,default,20.55,0.45,4.99528
18651,default,30.52,0.5,10.7362
30996,paid off,21.26,0.5,9.0948
15017,default,29.4,0.35,12.2627
42424,paid off,16.68,0.35,4.896
20590,default,17.59,0.55,1.57045
12844,default,28.2,0.55,12.0279
38375,paid off,16.63,0.35,8.318
591,default,16.42,0.3,16.5284
36562,paid off,11.3,0.6,10.3612
26465,paid off,2.05,0.7,6.00937
15785,default,6.43,0.8,4.02907
21544,default,20.91,0.45,16.4306
43380,paid off,10.95,0.6,6.852239999999999
8503,default,9.62,0.5,10.8982
26566,paid off,9.66,0.5,7.5186
41477,paid off,10.95,0.5,4.495419999999999
31712,paid off,6.71,0.65,2.29556
19136,default,16.42,0.4,10.1344
32255,paid off,8.38,0.5,4.80126
44421,paid off,7.08,0.75,2.43493
16478,default,32.7,0.45,6.5364
15125,default,13.4,0.4,7.6344
3868,default,1.87,0.65,4.11961
14984,default,32.78,0.2,14.4515
19782,default,17.27,0.6,15.9704
17581,default,15.8,0.45,11.532
9711,default,11.32,0.4,4.87017
22858,default,26.06,0.35,4.76187
28454,paid off,23.02,0.55,13.0111
4739,default,20.04,0.45,5.23953
11243,default,22.94,0.45,11.3066
24981,paid off,30.96,0.6,12.5148
7730,default,16.39,0.6,9.87042
18260,default,14.28,0.5,5.4566
44354,paid off,32.62,0.7,13.4966
6332,default,27.36,0.4,5.6142900000000004
24748,paid off,10.51,0.55,4.91676
28072,paid off,21.71,0.5,12.9136
34516,paid off,11.35,0.7,4.41565
9738,default,27.18,0.45,7.401739999999999
2667,default,2.16,0.45,2.56753
35166,paid off,26.4,0.3,12.1311
6342,default,19.15,0.35,6.771
28692,paid off,25.94,0.5,4.12058
31551,paid off,12.66,0.5,15.3879
21235,default,14.88,0.5,8.3664
10615,default,16.68,0.55,16.5639
35721,paid off,9.98,0.5,12.2032
3352,default,14.54,0.5,6.6756
18843,default,19.03,0.3,1.7596599999999998
8309,default,19.26,0.6,13.3118
13756,default,23.08,0.3,14.5124
37114,paid off,1.98,0.55,2.62062
939,default,9.17,0.35,2.2084799999999998
7925,default,7.23,0.55,2.6568
20339,default,23.4,0.35,5.0205
27274,paid off,20.96,0.75,8.6295
1626,default,14.55,0.5,3.59887
7795,default,24.79,0.3,12.915999999999999
31096,paid off,6.77,0.45,4.139469999999999
41392,paid off,12.99,0.4,5.70377
6659,default,16.14,0.5,3.47255
13025,default,25.01,0.45,5.15187
10591,default,17.02,0.55,13.8855
40994,paid off,4.34,0.7,14.1635
19055,default,6.67,0.45,11.7306
44921,paid off,4.08,0.4,3.40079
18051,default,21.48,0.25,2.82566
31271,paid off,16.19,0.5,7.33812
37264,paid off,27.58,0.5,6.60683
13873,default,18.19,0.25,14.8972
23739,paid off,23.28,0.4,3.15374
21650,default,14.0,0.35,6.32418
25353,paid off,9.84,0.4,2.1474
31066,paid off,26.14,0.75,6.88387
13484,default,24.38,0.4,6.31813
25078,paid off,20.99,0.3,8.0652
366,default,20.03,0.35,7.148630000000001
23174,paid off,5.09,0.7,5.3047
44181,paid off,20.5,0.4,16.4859
44140,paid off,27.04,0.35,5.853
22302,default,16.35,0.3,13.3172
2156,default,22.3,0.7,2.7631200000000002
23950,paid off,18.7,0.6,10.8438
40639,paid off,0.9,0.85,6.72519
155,default,23.2,0.3,14.0576
14740,default,25.8,0.4,13.3088
7563,default,8.94,0.4,13.4468
16569,default,10.72,0.5,16.8103
23537,paid off,16.72,0.45,9.936060000000001
749,default,15.63,0.55,8.413089999999999
22261,default,24.34,0.5,3.79504
26711,paid off,23.8,0.55,11.5437
14372,default,20.05,0.5,18.7111
2648,default,11.02,0.45,7.377839999999999
39859,paid off,21.3,0.65,4.71575
31905,paid off,8.52,0.7,1.34437
12779,default,10.45,0.6,13.892000000000001
30913,paid off,13.43,0.5,8.7608
25195,paid off,22.9,0.35,9.25646
22421,default,25.38,0.3,8.23371
12626,default,24.33,0.5,14.6856
37054,paid off,26.53,0.45,14.9401
13915,default,6.67,0.55,13.4778
16305,default,33.04,0.35,6.67547
41212,paid off,15.89,0.4,8.77962
18629,default,24.9,0.25,8.55369
3131,default,17.21,0.6,4.971430000000001
39363,paid off,5.3,0.6,4.47336
44592,paid off,13.09,0.65,9.55782
22707,default,26.33,0.45,4.456
20586,default,18.89,0.45,10.0596
45511,paid off,23.19,0.55,2.4647099999999997
43899,paid off,10.5,0.3,8.106
45175,paid off,13.31,0.65,2.75727
45534,paid off,12.98,0.55,7.72848
34291,paid off,17.29,0.55,1.62875
31991,paid off,18.02,0.55,15.0924
13680,default,33.17,0.3,12.1161
14002,default,26.77,0.45,11.2306
17812,default,8.66,0.55,7.98044
29759,paid off,24.65,0.45,6.535480000000001
23844,paid off,20.58,0.65,11.7829
9701,default,23.43,0.45,13.737
10806,default,31.44,0.5,8.8452
9290,default,29.06,0.5,9.288
41136,paid off,8.9,0.6,7.58621
26787,paid off,12.14,0.45,3.2974099999999997
38778,paid off,2.8,0.65,16.738
965,default,13.81,0.4,3.2200599999999997
42941,paid off,17.38,0.4,12.2622
28363,paid off,27.18,0.5,13.9594
11022,default,4.2,0.4,13.6548
24454,paid off,7.99,0.55,7.696110000000001
34173,paid off,17.93,0.45,2.58712
5191,default,18.78,0.5,9.42
7510,default,7.87,0.5,12.5702
40783,paid off,15.1,0.45,6.94193
29294,paid off,14.24,0.7,3.3151599999999997
6128,default,18.28,0.45,7.1875
25518,paid off,2.81,0.55,7.76695
26272,paid off,18.22,0.55,8.30337
15128,default,30.75,0.35,10.8374
26553,paid off,16.03,0.6,11.637
33080,paid off,19.01,0.55,12.6914
40696,paid off,6.81,0.6,3.19102
46047,paid off,0.33,0.55,9.52774
23077,default,22.58,0.35,14.9452
6865,default,26.99,0.6,3.292
45846,paid off,6.16,0.75,7.8733
31883,paid off,0.4,0.65,2.7017599999999997
45247,paid off,6.76,0.55,3.9132
39525,paid off,7.12,0.5,16.781
37748,paid off,10.28,0.4,7.03458
25870,paid off,31.85,0.5,7.665839999999999
26791,paid off,13.42,0.35,6.2449699999999995
27350,paid off,21.39,0.4,11.2648
21651,default,15.57,0.4,6.12814
38340,paid off,26.36,0.6,7.54903
32770,paid off,9.15,0.65,6.42415
44087,paid off,9.01,0.5,3.14684
46164,paid off,20.06,0.7,7.6315100000000005
1100,default,9.34,0.45,16.7586
21266,default,22.46,0.3,14.8503
30264,paid off,9.77,0.7,4.73712
32535,paid off,10.04,0.55,3.9626900000000003
22073,default,26.27,0.25,13.2382
27810,paid off,7.28,0.5,8.589
38293,paid off,10.12,0.55,12.6448
11037,default,17.12,0.5,3.6535300000000004
31478,paid off,13.7,0.55,12.0684
39343,paid off,16.97,0.75,8.14516
32440,paid off,15.52,0.75,3.17593
30048,paid off,17.18,0.55,10.974
14514,default,26.91,0.6,0.6444949999999999
4400,default,10.04,0.65,20.2056
36386,paid off,23.07,0.45,10.0248
41487,paid off,18.71,0.55,14.3944
25196,paid off,19.3,0.35,12.7082
44789,paid off,26.3,0.5,9.5655
4192,default,19.96,0.5,11.5039
33650,paid off,30.8,0.65,14.5335
30282,paid off,21.15,0.45,3.18813
21984,default,15.54,0.5,2.33032
11151,default,22.67,0.5,7.564019999999999
41376,paid off,13.23,0.5,6.30411
27768,paid off,2.3,0.45,3.8510400000000002
42744,paid off,14.44,0.55,11.9382
37027,paid off,12.45,0.45,3.9544900000000003
37592,paid off,11.74,0.6,1.55224
18654,default,28.47,0.4,20.1555
37241,paid off,10.76,0.55,3.68247
37522,paid off,5.67,0.35,2.68594
14358,default,13.58,0.55,8.4141
23738,paid off,16.59,0.5,23.1504
2583,default,19.84,0.3,4.14273
38600,paid off,9.32,0.6,7.19482
16755,default,5.87,0.6,5.7163
9509,default,11.88,0.55,9.63899
28796,paid off,9.16,0.7,6.91405
14622,default,24.58,0.35,12.537
13788,default,21.18,0.4,9.09638
4002,default,11.55,0.35,3.40179
30903,paid off,3.89,0.55,3.2133599999999998
38159,paid off,24.63,0.4,2.83862
